Vmag,Plx,e_Plx,B-V,Amag,target
6.32,5.27,0.81,1.195,14.929052,0
10.19,6.73,1.23,0.558,19.330074,1
9.22,7.31,2.7,0.583,18.539587,1
8.95,3.26,0.81,0.524,16.516088,1
8.57,-0.1,1.09,0.648,8.57,0
6.26,2.52,1.21,0.088,13.267003,1
8.92,7.66,1.52,0.536,18.341145,1
8.87,6.23,0.85,1.019,17.842442,1
7.98,2.88,0.86,1.068,15.276962,0
7.22,24.16,0.68,0.53,19.135485,1
8.74,33.38,1.19,0.99,21.357431,1
9.18,5.05,1.24,0.514,17.696457,1
6.16,5.17,1.14,1.024,14.727452,0
8.97,2.12,0.98,1.043,15.60168,0
5.47,3.7,0.78,1.466,13.311008,0
8.76,3.34,0.77,1.038,16.378733,0
7.15,14.1,0.9,0.964,17.896095,0
8.03,-1.97,1.01,0.3,14.502331,1
9.0,0.03,1.41,1.118,6.3856063,0
6.28,8.4,0.71,0.897,15.901396,0
8.27,13.78,0.79,0.672,18.966248,1
7.93,4.96,0.66,1.057,16.407408,0
10.11,5.38,1.75,0.13,18.763912,0
8.19,4.67,0.85,0.927,16.536583,0
7.08,2.39,0.63,1.219,13.97199,0
9.11,7.26,1.3,0.458,18.414684,1
6.78,0.57,0.91,1.189,10.559375,0
8.79,5.56,0.83,0.314,17.515373,1
8.79,4.66,1.28,0.946,17.131931,1
9.88,9.32,1.06,0.728,19.72708,1
7.37,1.66,1.0,1.612,13.47054,0
6.03,17.24,0.53,0.133,17.212687,1
9.57,9.22,1.58,0.602,19.393654,1
8.73,4.96,1.18,1.156,17.207409,1
8.14,3.39,1.16,1.106,15.790999,0
8.37,8.91,1.49,0.508,18.119389,1
7.37,3.08,0.84,1.496,14.812754,0
8.44,1.36,0.66,0.079,14.107695,1
9.19,1.39,2.44,1.041,14.905073,1
5.89,5.76,0.8,1.564,14.692112,0
8.02,2.93,1.07,1.312,15.354339,0
9.49,5.06,1.73,0.705,18.010752,1
8.33,5.27,1.17,1.094,16.939053,0
8.55,5.47,1.08,0.217,17.239937,1
5.71,21.15,0.72,0.507,17.336552,1
9.91,1.39,1.68,0.99,15.625074,1
10.17,22.98,1.69,1.3,21.97675,1
7.97,2.78,0.99,0.944,15.190224,0
8.53,6.13,0.69,0.848,17.467302,1
8.27,5.04,0.95,0.098,16.782154,1
9.85,7.33,1.84,0.459,19.17552,1
7.62,5.52,1.14,0.933,16.329697,0
8.23,3.56,0.68,0.804,15.987249,0
6.72,5.76,0.6,1.122,15.522112,0
8.09,2.17,0.68,1.508,14.772299,0
5.19,5.2,0.46,1.646,13.770018,0
7.85,2.81,0.83,-0.056,15.093533,0
8.02,11.54,0.83,0.465,18.33103,1
7.85,1.69,0.84,0.749,13.989433,0
8.12,1.25,0.92,1.237,13.604549,0
7.78,2.09,1.02,1.574,14.380732,0
7.86,1.57,0.95,1.419,13.8394985,0
8.17,7.97,1.03,0.387,17.677292,1
9.41,4.91,0.85,0.333,17.865408,1
7.84,1.93,0.62,-0.028,14.267786,1
8.62,10.98,1.17,0.458,18.82301,1
7.03,3.43,0.6,1.607,14.7064705,0
8.34,-1.68,1.12,1.692,14.466547,0
5.64,8.04,0.56,1.361,15.166281,0
9.95,25.99,1.02,0.963,22.024033,1
8.3,1.41,1.09,0.92,14.046096,0
8.77,3.08,0.91,0.117,16.212753,1
7.54,11.91,1.43,0.46,17.91956,1
8.4,18.19,0.99,0.609,19.699163,1
8.92,2.91,0.88,1.345,16.239464,0
7.69,5.61,0.63,0.543,16.434814,1
8.49,4.38,1.22,1.1,16.69737,1
7.14,23.61,0.63,0.489,19.00548,1
8.33,1.7,0.7,1.583,14.4822445,0
8.92,19.12,1.25,0.76,20.32744,1
7.96,3.65,0.98,1.37,15.771465,0
7.16,23.22,1.32,0.621,18.989311,1
8.14,2.81,1.14,1.013,15.383533,1
6.7,4.8,1.05,-0.01,15.106206,0
8.88,1.26,1.27,1.665,14.381853,0
7.18,6.1,1.47,0.749,16.10665,0
9.02,7.62,1.97,1.16,18.429775,0
7.76,5.27,0.98,0.99,16.369053,0
6.64,7.53,0.81,1.15,16.023975,0
8.83,3.83,0.85,1.181,16.745995,0
5.72,6.17,0.71,-0.056,14.671425,1
8.45,2.44,1.12,0.995,15.38695,0
8.83,6.01,0.91,0.4,17.724373,1
8.92,8.48,1.23,0.469,18.56198,1
6.88,12.89,0.8,0.272,17.431263,0
8.47,8.39,1.4,0.582,18.08881,1
7.83,3.3,0.76,1.263,15.422569,0
8.72,2.2,1.19,1.906,15.432114,0
5.91,11.34,0.8,0.015,16.183065,1
8.89,90.17,1.37,1.424,23.66531,1
7.66,0.78,1.2,2.3,12.120473,0
4.72,18.53,1.1,1.154,16.059378,0
7.28,3.68,1.06,1.297,15.10924,0
7.98,2.56,1.19,1.246,15.0212,0
8.73,3.86,1.14,0.032,16.662937,1
9.37,24.44,1.39,1.041,21.310505,1
8.65,7.77,1.42,0.3,18.102104,1
8.79,3.5,0.75,0.377,16.510342,1
8.87,13.06,1.43,0.511,19.449715,1
4.59,12.92,0.71,1.179,15.146313,0
8.63,1.19,1.04,0.098,14.007735,1
7.92,2.89,0.99,1.496,15.224489,0
5.67,5.6,0.84,1.301,14.41094,0
6.49,8.88,0.79,0.193,16.232063,1
9.09,0.18,1.16,1.424,10.366363,0
5.92,7.35,0.73,1.327,15.251437,0
8.01,4.1,0.73,1.218,16.07392,0
7.59,19.51,0.85,0.537,19.041286,1
8.49,18.31,1.84,0.807,19.80344,1
8.6,1.48,1.11,-0.039,14.451309,1
9.38,3.12,1.53,1.128,16.850773,0
9.49,4.17,1.04,0.704,17.59068,1
9.33,3.28,1.31,0.412,16.90937,1
8.95,6.75,0.87,0.989,18.09652,1
7.34,3.2,0.95,-0.002,14.865749,1
8.79,4.68,1.26,1.196,17.14123,0
5.27,7.06,1.03,-0.067,14.514023,1
9.95,21.17,1.53,0.93,21.578604,1
8.29,20.49,1.1,0.69,19.84771,1
5.66,7.37,0.75,1.237,14.997337,0
6.69,14.08,0.89,0.827,17.433014,1
6.94,2.38,0.54,1.64,13.8228855,0
10.23,4.11,2.39,0.519,18.29921,0
7.85,0.87,0.95,0.113,12.547596,0
7.36,10.85,1.13,0.495,17.53715,0
8.65,3.28,1.32,1.212,16.22937,0
8.26,2.1,1.01,1.037,14.871097,0
10.41,7.57,1.63,0.567,19.80548,1
5.68,11.14,0.67,1.116,15.914427,0
8.83,0.13,1.29,0.442,9.399716,0
8.28,2.85,0.97,1.133,15.554224,0
9.12,1.73,0.95,0.471,15.31023,1
8.37,8.7,1.02,0.426,18.067596,1
6.45,12.12,0.59,0.094,16.867514,1
9.66,15.11,1.59,0.684,20.556322,1
8.15,1.6,1.15,1.416,14.1706,0
6.03,9.42,0.56,0.949,15.900255,0
5.53,8.16,0.55,-0.06,15.088451,1
6.16,8.99,0.59,-0.064,15.928799,1
7.62,0.26,3.37,0.0,9.694866,1
7.49,2.32,0.9,1.619,14.31744,0
6.9,2.38,0.94,0.327,13.782885,0
9.01,2.11,1.04,0.956,15.6314125,0
7.82,0.87,1.39,0.055,12.517596,1
9.22,3.89,1.35,0.89,17.169748,0
9.02,-1.18,2.53,0.58,14.379411,0
7.69,5.6,0.99,1.132,16.43094,1
8.94,2.76,0.77,1.032,16.144547,0
3.77,2.45,0.75,1.69,10.71583,0
9.94,13.82,1.63,0.885,20.64254,1
9.21,2.95,1.11,0.882,16.55911,1
10.23,12.27,1.73,0.934,20.674221,0
9.72,6.12,1.48,0.61,18.653757,1
7.56,4.47,0.6,0.116,15.811537,1
8.96,1.78,2.76,0.188,15.2121,0
9.58,4.78,1.89,0.7,17.977139,1
6.02,4.6,1.21,-0.087,14.33379,0
9.33,2.16,1.36,0.982,16.00227,1
6.56,8.7,1.06,0.962,16.257595,0
9.3,13.39,1.6,0.727,19.933903,1
8.1,27.25,0.91,0.718,20.276833,1
8.67,3.3,0.73,0.07,16.26257,1
6.96,2.36,0.79,1.531,13.82456,0
9.03,6.25,1.34,0.599,18.0094,1
8.7,6.26,1.22,0.503,17.682873,1
6.19,2.25,0.55,-0.123,12.950912,1
7.15,7.91,0.84,0.125,16.640882,1
5.98,0.29,0.53,0.29,8.29199,0
7.85,0.98,0.97,-0.056,12.80613,1
8.87,3.33,0.8,1.42,16.482222,0
9.77,6.98,1.34,0.434,18.989277,1
8.11,2.29,1.01,1.211,14.909178,0
8.13,3.06,0.98,0.184,15.558607,1
7.23,4.82,0.79,0.85,15.645235,0
8.11,1.88,0.87,0.008,14.480789,0
8.18,24.4,1.24,0.798,20.11695,1
8.18,2.68,1.16,0.308,15.320675,0
9.02,-0.21,1.46,1.025,10.631097,0
7.06,9.79,0.69,0.373,17.013914,1
9.3,3.94,1.53,0.958,17.277481,0
8.71,0.48,0.78,1.693,12.116206,0
9.62,12.75,1.38,0.694,20.147552,1
7.91,2.87,1.16,1.55,15.1994095,0
8.92,3.92,1.16,0.029,16.88643,1
6.84,9.78,0.58,0.436,16.791695,1
5.87,28.97,0.52,0.447,18.17974,1
7.19,6.92,0.85,0.274,16.39053,1
8.02,2.17,1.0,0.18,14.702299,1
9.02,0.61,1.26,1.504,12.94665,0
6.99,6.45,0.71,1.148,16.037798,0
7.15,7.41,0.57,0.988,16.49909,0
5.55,6.2,0.54,1.154,14.511958,0
9.06,1.06,0.88,-0.023,14.186529,1
6.34,10.94,0.69,0.469,16.535086,1
6.94,6.18,0.64,1.118,15.894943,0
6.3,-0.74,0.84,-0.144,10.646158,0
8.54,9.56,0.76,0.48,18.44229,1
8.53,5.29,1.14,1.189,17.147278,1
8.94,2.91,1.22,1.137,16.259464,0
8.31,4.07,0.64,0.986,16.357971,0
7.53,1.42,0.87,1.601,13.291442,0
8.05,2.58,0.65,1.223,15.108099,0
7.92,2.91,0.67,0.203,15.239465,0
8.81,5.05,2.01,0.6,17.326458,1
7.54,3.77,1.05,0.993,15.421707,0
8.23,8.67,1.24,0.714,17.920094,1
7.06,6.2,0.87,1.091,16.021957,0
7.24,1.57,0.62,-0.038,13.219499,0
9.09,7.63,1.17,0.357,18.502623,1
8.73,2.0,0.91,0.842,15.235149,0
7.92,0.63,1.16,0.092,11.916702,0
8.92,0.43,1.07,1.602,12.087342,0
8.89,2.98,0.8,1.34,16.261082,0
8.35,3.65,0.94,0.0,16.161465,1
5.72,9.84,0.58,1.072,15.684975,0
8.66,3.17,0.78,1.095,16.165297,0
9.32,2.68,1.25,0.9,16.460674,0
8.67,14.68,1.04,0.647,19.503632,1
9.19,9.57,3.81,0.722,19.094559,0
8.53,20.04,0.71,0.685,20.03949,1
9.07,2.36,1.15,0.013,15.934559,1
9.24,-6.74,3.46,0.511,18.383299,1
8.27,3.19,0.69,1.317,15.788954,0
8.87,0.58,1.07,0.889,12.6871395,0
8.89,0.01,1.13,1.105,3.8900003,0
8.09,8.42,0.97,0.426,17.71656,1
7.46,1.1,0.85,-0.204,12.666964,1
8.4,1.81,1.12,1.002,14.688393,0
5.5,3.46,0.61,1.235,13.19538,0
6.68,6.51,0.54,0.977,15.747906,1
4.7,-1.13,0.9,0.444,9.965392,0
8.11,0.11,0.71,0.783,8.316963,0
7.6,4.62,0.93,1.156,15.92321,0
5.88,10.46,0.93,0.979,15.977658,0
8.93,10.97,1.44,0.634,19.131035,1
7.1,25.2,0.83,0.497,19.107002,1
8.11,2.88,0.71,1.209,15.406962,0
5.94,57.58,0.77,0.615,19.741358,1
6.48,3.7,0.79,1.64,14.321009,0
8.16,0.04,1.29,1.57,6.1702995,0
5.14,39.66,0.53,0.46,18.131763,0
7.73,6.95,0.79,0.435,16.939924,1
9.98,4.32,2.03,0.587,18.157417,1
6.37,23.13,0.92,0.42,18.190878,1
5.19,10.87,0.72,-0.05,15.371149,1
6.77,2.8,0.56,1.554,14.005791,0
9.64,21.19,1.64,0.919,21.270655,1
8.69,7.11,1.23,0.458,17.949348,1
8.24,3.53,1.19,1.426,15.978874,0
7.62,2.73,0.82,0.079,14.800814,1
8.52,0.73,2.14,0.148,12.836615,1
7.18,4.53,0.98,0.894,15.460491,0
5.88,16.96,0.86,0.374,17.02713,1
8.35,1.73,0.76,1.038,14.540231,0
6.28,13.54,1.05,0.171,16.938093,1
7.65,1.89,0.99,0.785,14.032309,1
7.75,0.66,0.92,-0.023,11.847719,0
6.6,4.2,0.84,0.057,14.716246,1
5.67,21.64,0.87,0.452,17.346287,1
6.61,3.38,0.69,0.169,14.254583,1
6.36,6.85,0.55,1.038,15.538452,0
8.66,3.34,0.87,1.089,16.278732,1
9.02,3.68,1.21,0.96,16.84924,1
8.4,34.98,1.16,0.936,21.119099,1
6.81,54.33,0.54,0.786,20.485199,1
9.09,6.84,1.37,0.343,18.265282,1
10.74,4.59,1.8,0.804,19.049065,1
7.59,4.63,0.92,0.195,15.917905,1
9.06,6.04,3.19,0.592,17.965185,1
7.76,18.32,0.95,0.451,19.074629,1
10.24,9.28,1.34,0.58,20.07774,1
8.79,0.21,1.39,1.161,10.401096,0
7.35,2.71,0.74,1.157,14.514847,0
8.14,12.13,2.93,0.716,18.559303,1
5.43,13.05,1.02,0.118,16.008053,1
7.72,4.98,0.64,0.056,16.206146,1
7.31,4.25,0.92,0.043,15.451944,1
7.44,18.43,0.92,0.491,18.767628,1
7.77,21.34,0.94,0.613,19.415974,1
8.89,4.86,1.25,1.056,17.323181,0
6.93,6.8,0.86,0.928,16.092545,0
8.97,3.84,0.98,1.255,16.891657,0
8.18,7.42,0.71,0.498,17.53202,1
8.88,11.42,1.32,0.768,19.168331,1
6.56,5.97,0.86,1.036,15.439871,0
7.42,5.87,0.7,1.059,16.263191,0
7.89,1.71,1.29,1.146,14.05498,0
7.59,2.51,0.81,-0.086,14.588368,0
7.41,5.74,1.07,1.402,16.20456,0
7.47,3.81,1.22,0.918,15.374624,0
7.19,13.29,0.61,0.375,17.807627,1
11.06,-16.43,3.18,0.511,22.138187,1
6.75,6.76,0.87,0.963,15.899734,0
7.78,3.2,1.13,1.114,15.30575,0
9.04,2.51,0.81,1.047,16.038368,0
8.03,3.7,0.95,-0.048,15.871009,1
5.96,-0.22,0.91,-0.023,7.6721134,0
6.47,7.91,0.94,-0.026,15.960882,0
6.27,6.95,0.58,1.25,15.479923,0
8.89,1.46,2.42,0.057,14.711765,0
7.94,0.44,0.77,1.435,11.157263,0
8.35,3.9,0.81,0.983,16.305325,0
7.27,6.46,0.64,0.016,16.321163,1
9.85,0.05,1.44,-0.198,8.344851,0
6.89,0.22,1.72,0.262,8.602114,1
8.9,0.95,1.1,1.048,13.788618,0
8.78,2.13,0.86,0.94,15.421898,1
8.58,0.3,1.32,1.652,10.965607,0
7.45,7.97,1.19,0.033,16.95729,1
8.16,27.26,1.11,0.727,20.33763,1
4.13,6.49,1.06,-0.115,13.191223,0
4.76,5.4,0.67,1.611,13.421968,0
6.27,12.26,0.86,0.063,16.712452,1
8.09,9.31,0.67,0.74,17.93475,1
7.82,1.41,0.83,0.337,13.566095,0
7.79,12.1,1.13,0.445,18.203926,1
8.54,10.18,1.17,0.45,18.57874,1
6.98,8.43,0.8,0.13,16.609137,1
4.74,8.26,0.71,1.534,14.3249,0
8.35,1.04,1.25,1.647,13.435167,0
8.22,3.96,1.1,1.319,16.208477,0
6.29,12.81,0.57,1.035,16.827747,0
6.58,3.43,0.76,0.085,14.25647,1
10.35,0.51,1.89,0.66,13.887852,0
7.89,3.35,0.67,0.945,15.515224,0
6.01,7.91,0.62,1.139,15.500882,0
8.89,2.0,1.12,1.508,15.395151,1
8.7,2.72,1.05,0.94,15.872845,0
5.22,5.78,0.49,1.598,14.029638,0
8.87,13.2,0.74,0.539,19.47287,1
6.61,4.19,0.74,1.645,14.721071,0
8.03,2.9,1.08,1.18,15.3419895,0
8.1,2.31,0.75,1.299,14.91806,0
8.47,1.69,0.98,1.077,14.609434,0
6.73,5.94,0.72,0.098,15.598932,1
6.58,10.9,0.94,0.097,16.767132,1
7.95,1.8,0.85,-0.081,14.226362,0
9.58,3.05,2.33,0.23,17.0015,0
4.47,5.09,0.9,1.555,13.003588,0
4.75,8.16,1.29,1.574,14.308451,0
7.55,1.07,0.96,1.679,12.6969185,0
7.37,5.24,0.74,1.077,15.966657,0
9.06,2.27,1.04,1.014,15.84013,0
8.63,0.31,0.72,1.535,11.086808,0
9.1,11.27,1.18,0.615,19.35962,0
9.38,10.68,3.08,0.609,19.522856,1
5.0,8.98,0.5,0.913,14.766382,0
8.66,7.75,1.22,0.483,18.106508,1
7.6,8.85,1.45,0.4,17.334717,1
7.41,6.98,0.59,1.336,16.629276,0
7.91,2.31,1.03,1.061,14.72806,0
9.98,7.77,1.63,0.614,19.432106,1
5.15,26.68,0.75,0.245,17.28093,1
8.82,3.37,1.24,0.865,16.458149,0
8.3,13.0,1.37,0.562,18.869717,1
7.57,1.68,1.02,1.414,13.696547,0
7.86,4.29,0.96,1.02,16.022287,0
8.17,1.83,1.04,0.994,14.482256,0
8.96,3.01,2.32,1.039,16.352833,1
8.92,3.19,0.98,0.028,16.438953,1
8.01,2.09,0.73,1.112,14.610732,0
9.09,3.09,1.14,1.054,16.539793,0
9.47,10.28,0.97,0.68,19.529964,1
9.76,3.36,0.98,0.431,17.391697,1
7.94,1.32,0.99,0.001,13.54287,1
7.35,0.9,0.96,1.528,12.121212,0
8.84,2.26,1.44,1.543,15.610542,0
8.19,8.76,5.32,-0.043,17.90252,1
8.89,3.55,1.31,1.276,16.641142,0
6.59,9.42,0.96,0.064,16.460255,1
8.64,2.21,1.25,1.256,15.361961,0
7.52,2.76,0.87,1.554,14.724546,0
6.57,0.47,0.65,0.186,9.93049,0
8.2,2.35,1.95,0.453,15.05534,1
7.46,9.1,1.03,0.222,17.255207,1
9.9,3.91,4.17,0.06,17.860884,1
7.01,5.28,0.57,1.114,15.62317,0
9.9,17.52,1.62,0.982,21.11767,1
7.98,13.22,0.88,0.491,18.586157,1
7.73,29.86,1.64,0.824,20.10545,0
7.66,3.01,1.18,0.984,15.052833,0
8.25,9.2,1.15,0.37,18.06894,1
9.07,3.29,0.93,0.426,16.65598,1
6.76,6.75,1.24,0.944,15.906519,0
7.54,11.09,0.82,0.963,17.764656,0
7.69,7.37,0.71,0.541,17.027338,0
9.03,1.57,1.07,1.421,15.009499,0
7.31,6.87,0.79,0.051,16.494783,1
9.63,4.65,1.22,0.586,17.967266,1
7.02,24.23,0.99,0.645,18.941767,1
7.24,14.48,0.62,0.893,18.043842,1
10.16,1.36,1.33,1.518,15.827695,0
8.55,14.06,1.18,0.532,19.289928,0
6.02,9.46,0.72,0.017,15.899456,1
8.37,0.97,0.94,1.397,13.303859,0
7.42,6.01,0.8,1.02,16.314373,0
6.63,5.48,0.54,0.879,15.323903,0
8.54,2.85,1.02,0.793,15.814224,0
8.5,9.88,1.18,0.537,18.473785,1
7.49,3.0,11.46,0.286,14.875607,1
8.78,2.18,0.79,0.909,15.472282,0
9.29,-0.51,1.29,1.08,12.82785,0
8.54,2.52,0.85,0.16,15.547003,1
8.77,1.74,1.04,1.281,14.972746,0
7.89,7.86,1.14,0.498,17.367113,1
7.8,23.84,1.0,0.665,19.686531,1
6.68,27.54,0.86,0.593,18.87982,1
7.87,19.35,0.69,0.552,19.303406,1
7.64,6.54,0.88,1.018,16.717888,1
9.23,11.31,1.53,0.656,19.497313,1
8.62,3.6,1.17,0.992,16.401512,0
8.18,2.9,1.04,0.839,15.491991,1
7.03,3.87,0.8,1.407,14.968555,0
7.59,6.13,0.9,0.043,16.527302,1
8.48,3.05,0.71,1.26,15.901499,0
7.56,4.39,1.03,1.426,15.772322,0
8.91,3.93,1.13,0.356,16.881962,0
5.28,4.79,0.68,1.568,13.681679,0
7.82,6.04,1.29,1.231,16.725185,0
8.37,2.37,0.98,0.064,15.243742,1
8.59,2.45,1.18,0.949,15.5358305,1
9.15,4.6,1.56,1.274,17.463789,0
9.83,2.11,1.48,0.427,16.451412,1
8.41,1.44,1.44,1.26,14.201813,0
5.87,10.12,0.69,0.006,15.895902,1
4.68,15.96,0.68,0.991,15.695166,0
9.33,-0.56,1.53,1.28,13.07094,0
8.87,10.4,1.14,0.62,18.955166,1
4.59,13.19,0.67,0.953,15.191224,0
9.25,16.64,1.5,0.877,20.355766,1
7.91,6.34,2.06,0.711,16.920446,1
12.1,9.47,4.88,1.211,21.98175,1
6.09,6.02,0.95,0.04,14.987983,1
9.66,8.42,1.81,0.627,19.28656,1
9.06,0.93,0.96,0.936,13.902415,1
8.27,2.47,0.67,0.884,15.233485,0
5.79,10.95,0.85,0.203,15.987071,1
8.79,-0.35,0.9,0.349,11.51034,0
6.49,18.49,0.52,0.419,17.824684,1
9.68,6.85,2.4,0.5,18.858452,1
8.57,1.16,0.73,-0.059,13.89229,1
8.05,0.48,0.72,0.885,11.456206,0
8.66,4.05,1.09,1.07,16.697275,0
7.62,12.21,1.1,0.423,18.053577,1
9.57,24.59,7.84,1.03,21.523792,1
8.25,5.71,1.01,0.364,17.03318,1
7.3,12.55,0.9,0.466,17.79322,1
8.33,4.34,0.95,1.14,16.517448,0
7.83,2.5,1.01,0.019,14.8197,1
9.02,6.32,1.1,0.542,18.023586,1
7.59,6.14,0.82,1.06,16.530842,1
9.57,3.46,1.67,0.397,17.26538,1
7.94,1.19,1.05,1.6,13.317736,0
8.42,3.49,1.09,0.04,16.134129,1
8.62,3.62,1.26,1.177,16.413544,0
8.68,3.16,0.84,1.225,16.178436,0
8.31,3.15,1.05,1.181,15.801554,0
7.84,5.42,0.95,1.479,16.509996,0
7.34,3.15,0.65,1.496,14.8315525,0
7.36,0.3,0.75,0.189,9.745606,0
8.13,12.31,0.72,0.414,18.581291,1
8.91,2.91,1.34,0.083,16.229465,1
7.49,4.81,1.05,1.24,15.900725,1
6.39,3.39,0.74,-0.004,14.040998,0
9.02,2.53,1.14,1.15,16.035603,0
5.08,12.14,0.5,1.172,15.501094,0
8.27,12.52,0.77,0.477,18.758022,1
5.06,20.51,0.5,0.426,16.61983,0
6.75,23.09,0.83,0.45,18.56712,1
6.52,1.1,0.91,1.582,11.726963,0
7.35,3.47,0.87,1.169,15.051647,0
8.65,2.08,1.09,0.235,15.240316,1
8.44,3.53,0.97,1.007,16.178873,0
8.25,0.98,0.93,1.616,13.206131,0
6.47,4.14,0.52,1.424,14.555002,0
6.0,2.96,0.52,1.618,13.356459,0
7.75,11.2,1.0,0.436,17.99609,1
8.74,2.36,1.11,0.18,15.604559,1
6.29,7.58,0.91,0.382,15.688346,1
7.81,4.81,0.78,0.946,16.220726,0
7.54,6.2,0.84,0.119,16.501957,1
9.48,-2.05,1.29,0.177,16.038769,0
8.62,4.16,1.25,1.119,16.715466,0
8.02,0.13,1.09,0.069,8.589717,1
8.31,117.38,1.81,1.43,23.65797,1
8.77,1.34,1.36,1.006,14.405524,1
7.86,5.36,1.1,1.077,16.505825,0
7.18,57.88,0.58,0.872,20.992641,1
7.18,17.08,0.73,0.6,18.34244,1
9.34,4.89,1.69,0.413,17.786545,1
9.24,10.07,3.13,0.517,19.255146,1
7.97,4.04,0.98,1.059,16.001907,0
7.42,12.9,0.86,0.305,17.97295,1
9.02,3.51,1.08,0.41,16.746536,1
5.44,3.67,0.96,1.43,13.26333,0
7.66,11.16,1.01,0.359,17.898321,1
9.1,3.5,1.19,1.193,16.820341,0
7.2,2.75,0.93,0.009,14.396664,0
11.12,299.58,2.2,1.746,28.502563,1
7.64,0.08,0.78,1.29,7.15545,0
6.95,3.13,0.65,0.13,14.427722,1
8.88,2.64,1.15,-0.133,15.98802,1
6.35,8.0,0.58,0.995,15.86545,0
8.43,2.23,0.81,1.074,15.171524,0
8.23,2.43,1.26,1.487,15.158031,0
9.52,10.27,1.08,0.735,19.577852,0
9.89,32.3,2.1,1.197,22.436012,1
9.83,2.59,1.53,0.102,16.8965,1
8.78,11.47,0.94,0.613,19.077816,1
7.39,4.94,0.82,-0.044,15.858635,1
5.28,4.17,0.72,-0.118,13.38068,0
9.83,7.97,0.97,0.506,19.337292,1
7.58,1.33,0.76,0.164,13.199259,0
8.98,4.02,1.13,0.437,17.00113,1
6.14,18.31,1.04,0.393,17.45344,1
9.05,4.13,1.33,0.401,17.12975,1
6.54,8.45,0.58,1.073,16.174284,0
9.13,3.37,3.07,0.12,16.76815,1
7.63,4.0,0.98,-0.001,15.640301,1
6.27,3.34,0.71,1.61,13.888733,0
6.32,15.21,1.03,0.516,17.230646,1
3.87,9.06,1.03,-0.063,13.655642,0
8.78,6.26,0.75,0.93,17.76287,0
7.72,3.29,0.84,1.288,15.305979,0
7.29,1.34,0.66,1.545,12.925524,0
8.73,7.69,0.86,0.399,18.159632,1
5.3,36.61,0.79,0.368,18.117998,1
7.82,14.58,1.22,0.462,18.638788,1
7.89,10.76,1.15,0.506,18.04906,1
5.88,5.23,0.62,1.543,14.472508,0
7.92,6.35,0.98,0.551,16.933868,1
9.41,5.57,1.55,0.48,18.139275,1
6.65,26.24,0.85,0.482,18.74482,1
6.82,7.98,0.97,0.296,16.330015,1
7.65,2.4,0.97,1.682,14.551056,0
7.55,5.6,0.97,1.132,16.29094,0
6.35,3.92,0.96,1.21,14.31643,0
8.42,2.28,2.92,1.25,15.209675,0
7.63,1.2,0.73,1.074,13.025907,0
3.62,8.57,1.03,-0.07,13.284904,0
6.38,4.79,0.49,1.554,14.781678,0
8.53,24.08,1.43,0.924,20.438282,0
8.77,8.46,1.13,0.626,18.406853,1
9.01,1.3,1.28,0.035,14.579717,1
7.69,12.16,0.98,0.441,18.114668,1
8.86,3.69,1.3,0.194,16.695131,1
8.05,3.08,1.06,-0.02,15.492754,0
7.45,14.99,0.94,0.591,18.32901,1
7.31,3.75,0.67,0.84,15.180157,1
7.86,3.09,0.99,1.193,15.309793,0
8.95,22.5,1.22,0.774,20.71091,1
8.9,41.16,0.96,1.045,21.972376,1
7.52,8.3,0.73,0.185,17.11539,1
6.05,5.31,0.64,-0.031,14.675473,1
9.04,8.98,0.93,0.546,18.806381,1
8.49,3.59,1.27,0.008,16.265472,1
5.08,9.46,1.16,-0.138,14.9594555,1
8.06,3.51,1.17,0.911,15.786536,1
7.8,24.13,0.98,0.603,19.712788,1
8.89,3.19,1.35,1.142,16.408955,0
5.39,7.99,0.68,-0.035,14.902733,0
6.7,3.59,0.96,1.339,14.475472,0
9.19,8.41,2.35,0.51,18.81398,1
8.62,5.0,1.1,1.63,17.11485,0
8.97,4.63,0.89,0.506,17.297905,1
8.66,3.47,1.95,0.251,16.361647,0
7.5,3.41,0.92,0.443,15.163773,0
7.71,1.63,0.95,0.89,13.770939,0
8.61,3.27,1.14,0.093,16.18274,1
4.41,7.79,0.76,-0.185,13.867687,1
6.45,32.7,0.77,0.58,19.02274,1
9.23,4.32,1.47,1.241,17.407417,0
8.68,3.85,1.49,0.3,16.607304,1
7.59,1.49,1.03,0.494,13.455932,0
9.1,3.4,0.83,1.057,16.757395,1
9.17,15.54,0.81,0.655,20.127254,1
7.95,2.79,0.65,0.927,15.1780205,0
8.17,3.75,0.94,1.197,16.040157,0
9.12,1.14,0.75,-0.03,14.404524,1
8.98,3.0,1.08,1.079,16.365606,0
5.77,13.32,0.78,0.198,16.39252,1
8.93,0.9,1.19,1.08,13.701213,0
8.12,1.64,0.95,1.599,14.19422,0
6.14,8.68,0.87,-0.01,15.832598,1
6.73,21.7,1.32,0.665,18.412298,1
8.17,10.92,1.04,0.478,18.361115,1
6.68,4.19,1.03,0.036,14.791071,1
8.95,0.84,1.46,0.941,13.571396,0
7.42,2.65,0.9,0.941,14.53623,0
8.29,0.84,1.13,1.66,12.911396,0
7.52,1.8,0.64,1.114,13.796362,0
8.31,6.75,0.71,0.354,17.45652,1
6.77,5.1,0.82,1.306,15.307852,0
8.68,3.3,2.32,1.041,16.27257,0
